,effective_at,installment_id,installment_number,merchant_id,miss,mtd,order_id,which_day,which_month,which_month_name,rolling_30,rolling_30_30_days_ago,rolling_change,rolling_30_inst1,rolling_30_30_days_ago_inst1,rolling_change_inst1,rolling_30_inst2,rolling_30_30_days_ago_inst2,rolling_change_inst2,rolling_30_inst3,rolling_30_30_days_ago_inst3,rolling_change_inst3,rolling_30_inst4,rolling_30_30_days_ago_inst4,rolling_change_inst4,merchant_name
22,2024-08-06,1d2330c9-624a-440f-ab71-e24b2a7ffd2d,1,e9d41268-9b8b-454a-972a-0648ceea313c,0,last_month,19e583e5-fdd4-4657-9765-b558eddb286d,,last_month,August,0.39436619718309857,0.39436619718309857,0.0,0.3835616438356164,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
23,2024-08-03,541f8ce2-b0ad-4813-bea9-21b164007ac2,1,e9d41268-9b8b-454a-972a-0648ceea313c,1,last_month,5493705e-9df7-4d5e-be07-91bb788f7e84,,last_month,August,0.4057971014492754,0.4057971014492754,0.0,0.3835616438356164,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
24,2024-06-07,a9660725-c9d9-4637-b204-3dc782e17187,1,e9d41268-9b8b-454a-972a-0648ceea313c,1,,a6c9c394-3366-4fc5-bf67-09ad07e8346a,,,,0.2,0.2,0.0,0.06521739130434782,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
25,2024-06-07,c1c3652f-34b8-4adc-bdc5-8ab3d1a3afe9,1,e9d41268-9b8b-454a-972a-0648ceea313c,1,,b04b9d3f-fae0-4dec-bc2c-06e9d6d3d2b9,,,,0.2,0.2,0.0,0.06521739130434782,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
26,2024-06-08,1b860462-2d40-47a9-8a4e-5cfe0ace65c8,1,e9d41268-9b8b-454a-972a-0648ceea313c,1,,fd6420da-411d-49df-9bcb-39e4a274d485,,,,0.3333333333333333,0.3333333333333333,0.0,0.12244897959183673,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
27,2024-07-07,8f3be9a3-0bdb-4e31-ac44-afac454dbc64,1,e9d41268-9b8b-454a-972a-0648ceea313c,0,last_to_last_month,d48ad37c-f193-4596-b45c-d5935413b4c8,,last_to_last_month,July,0.3695652173913043,0.3695652173913043,0.0,0.22972972972972974,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
28,2024-07-08,9ed89dde-6e83-42e6-9f5b-cce4725b7963,1,e9d41268-9b8b-454a-972a-0648ceea313c,1,last_to_last_month,fd6420da-411d-49df-9bcb-39e4a274d485,,last_to_last_month,July,0.40816326530612246,0.40816326530612246,0.0,0.26666666666666666,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
29,2024-06-07,746d0cd1-1d59-4ce4-b9e9-e633867805cc,1,e9d41268-9b8b-454a-972a-0648ceea313c,0,,d48ad37c-f193-4596-b45c-d5935413b4c8,,,,0.2,0.2,0.0,0.06521739130434782,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
30,2024-06-07,531bec0f-cf5f-4770-be35-135ec57dc57d,1,e9d41268-9b8b-454a-972a-0648ceea313c,0,,8c047eac-6125-4662-8085-9d0746e331c4,,,,0.2,0.2,0.0,0.06521739130434782,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
31,2024-07-07,34fad4de-37eb-4108-9ac6-ea31fc2845d1,1,e9d41268-9b8b-454a-972a-0648ceea313c,0,last_to_last_month,8c047eac-6125-4662-8085-9d0746e331c4,,last_to_last_month,July,0.3695652173913043,0.3695652173913043,0.0,0.22972972972972974,,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,PayLater Test Merchant
