,Unnamed: 0,installment_id,external_key,order_status,status,effective_at,created_datetime_dubai,n_installments,consumer_id,status_neew,Customer_status,country,merchant_id,merchant_name,current_month,last_month,last_to_last_month,which_month,created,day_number,mtd
101,117,362fa624-3de4-4e08-9c16-70568854f13a,20767aa6-c906-438c-8a91-ebed5a63bddd,ACTIVE,MISSED,2024-07-09 16:31:57.180197+00:00,2024-05-09 16:31:57.180197+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-09,,
102,118,79857909-95f5-47b6-bf81-cd237223372b,26d54083-90d9-477c-ae7b-07d101f719d4,COMPLETE,PAID,2024-05-14 09:59:41.191800+00:00,2024-05-14 09:59:41.191800+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
103,119,b46f62dd-4668-4855-aaca-bd70a1524382,cc8c1126-0eef-4179-81ec-6b517c1d8dc5,COMPLETE,PAID,2024-05-14 09:43:05.005570+00:00,2024-05-14 09:43:05.005570+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
104,120,3056f93f-4c71-45da-86fc-b2aee3f9167c,26e324aa-db12-4c64-a749-f0002327841b,COMPLETE,PAID,2024-06-14 12:03:32.462320+00:00,2024-05-14 12:03:32.462320+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
105,121,af9370e2-e649-4648-af42-7d970ebb5114,26e324aa-db12-4c64-a749-f0002327841b,COMPLETE,PAID,2024-07-14 12:03:32.462320+00:00,2024-05-14 12:03:32.462320+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
106,122,b94aa8ae-5900-44d0-b224-70d35a9f5cad,7b042b8b-26f2-4a38-9dff-d81d2bc57bb4,ACTIVE,MISSED,2024-08-09 16:17:19.091871+00:00,2024-05-09 16:17:19.091871+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-09,,
107,123,7307ef58-215a-43c2-b68c-6b23b108a4d7,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,COMPLETE,PAID,2024-06-19 07:23:33.924819+00:00,2024-05-19 07:23:33.924819+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
108,124,ae2a838f-544d-44fb-9fab-74ffe5f583b9,26e324aa-db12-4c64-a749-f0002327841b,COMPLETE,PAID,2024-08-14 12:03:32.462320+00:00,2024-05-14 12:03:32.462320+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
109,125,d4c99869-2ddd-4b63-8b61-3883769544c9,26e324aa-db12-4c64-a749-f0002327841b,COMPLETE,PAID,2024-05-14 12:03:32.462320+00:00,2024-05-14 12:03:32.462320+00:00,4,1fc7e142-9cde-4693-8614-89ce8541121b,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-14,,
110,126,118121a0-3115-49f8-9976-5e736a956712,f8f67145-33f5-4091-a364-d76c1707152f,COMPLETE,PAID,2024-07-16 09:20:42.962938+00:00,2024-05-16 09:20:42.962938+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
111,127,94606b52-0f44-4fc4-81ab-f6de61f58806,019623cb-c59e-44fb-834c-161b202018bd,COMPLETE,PAID,2024-08-16 09:17:51.098391+00:00,2024-05-16 09:17:51.098391+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
112,128,23d0b96c-38bf-4b56-ba65-8b08ddec33e0,019623cb-c59e-44fb-834c-161b202018bd,COMPLETE,PAID,2024-05-16 09:17:51.098391+00:00,2024-05-16 09:17:51.098391+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
113,129,8e2c7f2f-197b-41fb-aeb2-d16d63d9b1e6,f8f67145-33f5-4091-a364-d76c1707152f,COMPLETE,PAID,2024-06-16 09:20:42.962938+00:00,2024-05-16 09:20:42.962938+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
114,130,3510aa1c-825e-48a8-af4c-3ecf3203c365,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,ACTIVE,PAID,2024-07-19 07:26:28.929126+00:00,2024-05-19 07:26:28.929126+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
115,131,2a1697ec-487a-466a-a5a5-ed902a9b25c6,ff7131b5-3c8b-47dd-b483-dad0214a0c11,ACTIVE,MISSED,2024-08-08 13:21:39.116324+00:00,2024-05-08 13:21:39.116324+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-08,,
116,132,cae043be-908e-4130-8cfa-31cb6775586d,f8f67145-33f5-4091-a364-d76c1707152f,COMPLETE,PAID,2024-05-16 09:20:42.962938+00:00,2024-05-16 09:20:42.962938+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
117,133,2e632687-0870-4484-b9c5-4d6a4e05d2f8,7b042b8b-26f2-4a38-9dff-d81d2bc57bb4,ACTIVE,MISSED,2024-06-09 16:17:19.091871+00:00,2024-05-09 16:17:19.091871+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-09,,
118,134,520a7b40-7804-4f13-948a-888b6f32e1b0,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,COMPLETE,PAID,2024-05-19 07:23:33.924819+00:00,2024-05-19 07:23:33.924819+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
119,135,59506612-5298-4380-bb4f-5ce085072680,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,ACTIVE,PAID,2024-06-19 07:26:28.929126+00:00,2024-05-19 07:26:28.929126+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
120,136,57c4027f-ad7b-40b7-939f-e94a55f38f8f,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,ACTIVE,PAID,2024-05-19 07:26:28.929126+00:00,2024-05-19 07:26:28.929126+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
121,137,07de0358-5628-4728-b833-c56e8299ff04,056b53d3-850a-4a4e-9a1c-53456f2576da,COMPLETE,PAID,2024-06-19 10:22:32.083259+00:00,2024-05-19 10:22:32.083259+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
122,138,df44685b-636a-4ac6-b915-28f785efa2b5,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,COMPLETE,PAID,2024-08-19 07:23:33.924819+00:00,2024-05-19 07:23:33.924819+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
123,139,21aaa645-c320-4b34-af2f-a2c5f71706f8,f5ea1f05-5c26-4cd8-9dd7-78afaa086410,ACTIVE,MISSED,2024-08-11 15:15:24.343180+00:00,2024-05-11 15:15:24.343180+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-11,,
124,140,7bde4227-c2be-4644-b2c0-933e37850062,019623cb-c59e-44fb-834c-161b202018bd,COMPLETE,PAID,2024-07-16 09:17:51.098391+00:00,2024-05-16 09:17:51.098391+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
125,141,b38a16ce-d13e-4264-a340-211f1fe8af17,056b53d3-850a-4a4e-9a1c-53456f2576da,COMPLETE,PAID,2024-05-19 10:22:32.083259+00:00,2024-05-19 10:22:32.083259+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
126,142,9651861d-c12d-4f0e-b7e1-5ea97b389f99,ff7131b5-3c8b-47dd-b483-dad0214a0c11,ACTIVE,MISSED,2024-06-08 13:21:39.116324+00:00,2024-05-08 13:21:39.116324+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-08,,
127,143,0ca8c67b-8bf4-459f-905e-af3b90cc2f09,019623cb-c59e-44fb-834c-161b202018bd,COMPLETE,PAID,2024-06-16 09:17:51.098391+00:00,2024-05-16 09:17:51.098391+00:00,4,a484d9bb-45df-4ea7-8864-7b5839c1dc07,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-16,,
128,144,69cd878a-33ed-4f6d-88b2-0a462928da22,e6b127fc-03b9-4bdb-92a6-16c62630fe1e,ACTIVE,PAID,2024-08-19 07:26:28.929126+00:00,2024-05-19 07:26:28.929126+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
129,145,d09139f5-6446-49ca-8513-436038f04e84,7b042b8b-26f2-4a38-9dff-d81d2bc57bb4,ACTIVE,MISSED,2024-07-09 16:17:19.091871+00:00,2024-05-09 16:17:19.091871+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-09,,
130,146,a68a4751-476d-4ec9-adb9-ce3ec20844fa,f5ea1f05-5c26-4cd8-9dd7-78afaa086410,ACTIVE,MISSED,2024-06-11 15:15:24.343180+00:00,2024-05-11 15:15:24.343180+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-11,,
131,147,b4cfa960-cf31-4ba9-9f2f-e2ea339ec1f6,6bb00fd3-2e11-4fc2-a36a-58de56606f9c,COMPLETE,PAID,2024-07-19 07:23:33.924819+00:00,2024-05-19 07:23:33.924819+00:00,4,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
132,148,f8dc1264-c913-4444-aebb-0c52b9727078,f5ea1f05-5c26-4cd8-9dd7-78afaa086410,ACTIVE,MISSED,2024-07-11 15:15:24.343180+00:00,2024-05-11 15:15:24.343180+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-11,,
133,149,74a07944-97fc-4772-bf9e-8814e9c77c5d,20767aa6-c906-438c-8a91-ebed5a63bddd,ACTIVE,MISSED,2024-06-09 16:31:57.180197+00:00,2024-05-09 16:31:57.180197+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-09,,
134,150,84bc9abc-c1c5-4444-b815-d9a75ac4c90e,bf61daef-0171-430e-afe4-d4b47c076c9e,COMPLETE,PAID,2024-05-19 10:24:14.761470+00:00,2024-05-19 10:24:14.761470+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
135,151,7a9941bd-0604-45ee-a901-c105b9b9bcd8,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,PAID,2024-06-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
136,152,859a8045-21af-44b9-a8ba-aada6e66c3a0,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,PAID,2024-05-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
137,153,be27485d-1dd7-45ee-b3bd-cd881101af44,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,PAID,2024-07-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
138,154,726299a2-830b-451a-a81b-dbbc689470a6,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,PAID,2024-08-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
139,155,7478dbe7-34bf-4b61-9361-4f7b3ffa878e,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,SCHEDULED,2024-09-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,SCHEDULED,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
140,156,4509edea-c259-470a-a375-24ef79599ef5,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,SCHEDULED,2024-10-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,SCHEDULED,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
141,157,143fcb0a-a367-4731-92cf-248e970566fd,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,PAID,2024-05-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
142,158,a4dceec7-440e-4216-a5cc-ba6c549b76fc,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,DRAFT,2024-09-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,DRAFT,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
143,159,cb8cf14c-60c5-41b0-b314-ca794b3239e0,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,DRAFT,2024-08-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,DRAFT,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
144,160,5cb09386-0bad-4b48-a848-b3dbdc5c9593,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,SCHEDULED,2024-09-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,SCHEDULED,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
145,161,c1175ecf-938d-4294-afc5-5961ea7a3c41,c272518e-57b3-43e3-a37e-b0f939d17d3f,ACTIVE,SCHEDULED,2024-10-20 11:10:44.087551+00:00,2024-05-20 11:10:44.087551+00:00,6,44a1b407-3cb3-4c81-9fef-60362cf65902,SCHEDULED,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
146,162,5c7dd178-5200-49a7-aabd-cce97926a35a,056b53d3-850a-4a4e-9a1c-53456f2576da,COMPLETE,PAID,2024-08-19 10:22:32.083259+00:00,2024-05-19 10:22:32.083259+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
147,163,f184a6c8-d5a7-4ca6-a7cb-74efec9e7225,bf61daef-0171-430e-afe4-d4b47c076c9e,COMPLETE,PAID,2024-08-19 10:24:14.761470+00:00,2024-05-19 10:24:14.761470+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
148,164,468066b9-fe78-4b81-aba6-22475d8ed0d5,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,DRAFT,2024-10-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,DRAFT,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
149,165,b38b5a94-d0d8-4429-bd55-1edf8b0716aa,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,DRAFT,2024-11-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,DRAFT,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
150,166,0dc79900-1321-458b-bb51-193b2bc453e0,bf61daef-0171-430e-afe4-d4b47c076c9e,COMPLETE,PAID,2024-06-19 10:24:14.761470+00:00,2024-05-19 10:24:14.761470+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
151,167,de5f8083-4d61-4f72-a1d6-64b3995e62a8,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,PAID,2024-08-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
152,168,a801c588-80c2-4ea2-aaf2-6d1be729d4bb,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,PAID,2024-06-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
153,169,0e949f35-4c37-4e22-8d61-e21347794241,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,DRAFT,2024-06-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,DRAFT,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
154,170,0ba8f877-842b-4322-82a4-95655dd5fc98,14439f02-b0cc-41e4-8211-5ea871e56ad1,ACTIVE,MISSED,2024-06-03 11:29:07.028452+00:00,2024-05-03 11:29:07.028452+00:00,4,6dcac002-f4bf-445a-bb14-a885de45ae17,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-03,,
155,171,5cf0b939-5c84-4026-8ac9-a22be37c4a02,8990759e-cba9-4243-9d4d-a17c7b1cc35f,ACTIVE,PAID,2024-07-20 11:06:35.574724+00:00,2024-05-20 11:06:35.574724+00:00,6,5914439a-f06f-442e-a5ef-39fc973fff93,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-20,,
156,172,3437e48a-ade1-404a-ae29-8600ae3211ef,bf61daef-0171-430e-afe4-d4b47c076c9e,COMPLETE,PAID,2024-07-19 10:24:14.761470+00:00,2024-05-19 10:24:14.761470+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,returning,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
157,173,ab35effb-9ab0-41a8-9f7e-3aadf1677d8e,78312870-89ca-4e82-8620-577175c8fb75,ACTIVE,PAID,2024-08-18 15:39:49.197842+00:00,2024-07-18 15:39:49.197842+00:00,3,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,Approved Market,,,,last_to_last_month,2024-07-18,1.0,last_to_last_month
158,174,d719460e-e89d-4b6e-aabc-ba9b4b1b167f,78312870-89ca-4e82-8620-577175c8fb75,ACTIVE,PAID,2024-07-18 15:39:49.197842+00:00,2024-07-18 15:39:49.197842+00:00,3,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,Approved Market,,,,last_to_last_month,2024-07-18,1.0,last_to_last_month
159,175,7e07f7a3-2207-476f-8340-2e8939cf1d1c,78312870-89ca-4e82-8620-577175c8fb75,ACTIVE,SCHEDULED,2024-09-18 15:39:49.197842+00:00,2024-07-18 15:39:49.197842+00:00,3,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,SCHEDULED,new,,61b0d8b2-82f9-4d42-b5b4-89cb6b73fb84,Approved Market,,,,last_to_last_month,2024-07-18,1.0,last_to_last_month
160,176,8fe0d2f5-dcc9-4ad8-b7b9-ea4ae2c5ecca,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,COMPLETE,PAID,2024-10-21 19:09:09.622841+00:00,2024-07-21 19:09:09.622841+00:00,4,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-21,2.0,last_to_last_month
161,177,0b38e5f9-ea66-4f7b-bf51-c72700d00242,056b53d3-850a-4a4e-9a1c-53456f2576da,COMPLETE,PAID,2024-07-19 10:22:32.083259+00:00,2024-05-19 10:22:32.083259+00:00,4,44a1b407-3cb3-4c81-9fef-60362cf65902,PAID,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-19,,
162,178,a1407ef1-7da4-490e-b212-23f9ca161eaa,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,COMPLETE,PAID,2024-07-21 19:09:09.622841+00:00,2024-07-21 19:09:09.622841+00:00,4,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-21,2.0,last_to_last_month
163,179,0de6bd7b-e2f0-4960-a47a-f027c9a118a0,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,COMPLETE,PAID,2024-09-21 19:09:09.622841+00:00,2024-07-21 19:09:09.622841+00:00,4,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-21,2.0,last_to_last_month
164,180,13536ead-e903-47bf-9090-ebf94fa0c4a1,dbc937c0-e551-4fbf-9b0d-cd58ef297e51,ACTIVE,MISSED,2024-07-08 11:45:51.661546+00:00,2024-05-08 11:45:51.661546+00:00,4,6ea2c8bd-de2d-4f31-be07-c771bf07f21a,MISSED,new,,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-05-08,,
165,181,7d8cd691-d448-4562-9289-9f91bba45d96,f38a5381-8da5-4ee2-a1b7-8a8feb15c562,COMPLETE,PAID,2024-08-21 19:09:09.622841+00:00,2024-07-21 19:09:09.622841+00:00,4,234ee5ee-51c8-4aec-9e38-ad6eb20a5f0d,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-21,2.0,last_to_last_month
166,182,e673bf18-ff5e-4a10-9925-8feff089906b,9d6a7f82-60f0-410b-a94f-1752b873a935,ACTIVE,PAID,2024-07-24 14:19:03.679441+00:00,2024-07-24 14:19:03.679441+00:00,4,2905bfa0-41ee-498f-b076-cca3738285f7,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-24,3.0,last_to_last_month
167,183,ae834b7b-17f9-497c-837e-c90d22afebcb,9d6a7f82-60f0-410b-a94f-1752b873a935,ACTIVE,SCHEDULED,2024-09-24 14:19:03.679441+00:00,2024-07-24 14:19:03.679441+00:00,4,2905bfa0-41ee-498f-b076-cca3738285f7,SCHEDULED,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-24,3.0,last_to_last_month
168,184,2a6dad1e-638c-4810-b353-85ad31de4d09,9d6a7f82-60f0-410b-a94f-1752b873a935,ACTIVE,SCHEDULED,2024-10-24 14:19:03.679441+00:00,2024-07-24 14:19:03.679441+00:00,4,2905bfa0-41ee-498f-b076-cca3738285f7,SCHEDULED,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-24,3.0,last_to_last_month
169,185,3666b322-26ac-4946-967e-06097a4e46a5,ec96836e-24a8-41eb-9c9e-8b763b793d43,ACTIVE,PAID,2024-07-26 18:57:17.910071+00:00,2024-06-26 18:57:17.910071+00:00,6,806cb8b7-a842-45fc-a2b3-17ea3ff17946,PAID,new,uae,e9d41268-9b8b-454a-972a-0648ceea313c,PayLater Test Merchant,,,,,2024-06-26,,
170,186,9f3eaed5-b8c3-40f7-b8f9-fb4191452043,9d6a7f82-60f0-410b-a94f-1752b873a935,ACTIVE,PAID,2024-08-24 14:19:03.679441+00:00,2024-07-24 14:19:03.679441+00:00,4,2905bfa0-41ee-498f-b076-cca3738285f7,PAID,new,,1f6dc83c-0896-407d-ab4c-097be1ef4fb9,Store 974,,,,last_to_last_month,2024-07-24,3.0,last_to_last_month
